"REGION,YEAR,WEEK,FertilityRate,Education,Policy,FamilyPlanning"
"Massachusetts,2018,19,1.05451,366,41,34708"
"Michigan,2018,19,0.851772,174,70,20428"
"Minnesota,2018,19,1.64524,96,18,5835"
"Mississippi,2018,19,1.96673,279,43,14186"
"Missouri,2018,19,0.329429,9,15,2732"
"Montana,2018,19,0.0574713,2,8,3480"
"Nebraska,2018,19,1.23775,101,46,8160"
"Nevada,2018,19,0.69298,115,31,16595"
"New Hampshire,2018,19,0.473588,13,14,2745"
"New Jersey,2018,19,1.86923,498,41,26642"
"New Mexico,2018,19,1.41117,234,38,16582"
"New York,2018,19,1.50123,165,44,10991"
"North Carolina,2018,19,0.778399,96,41,12333"
"North Dakota,2018,19,0.114286,1,4,875"
"Ohio,2018,19,0.714359,70,41,9799"
"Oklahoma,2018,19,0.558659,24,19,4296"
"Oregon,2018,19,0.876797,311,73,35470"
"Pennsylvania,2018,19,0.917737,495,136,53937"
"Rhode Island,2018,19,0.528206,25,22,4733"
"South Carolina,2018,19,0.793651,35,12,4410"
"South Dakota,2018,19,0.747065,42,23,5622"
"Tennessee,2018,19,0.468165,25,44,5340"
"Texas,2018,19,2.16706,509,96,23488"
"Utah,2018,19,0.716589,360,46,50238"
"Vermont,2018,19,1.84244,29,6,1574"
"Virginia,2018,19,0.915147,577,69,63050"
"Washington,2018,19,0.488854,25,44,5114"
"West Virginia,2018,19,0.551958,52,30,9421"
"Wisconsin,2018,19,1.48108,81,22,5469"
"Wyoming,2018,19,0.568586,16,14,2814"
"Puerto Rico,2018,19,5.06912,99,4,1953"
"Virgin Islands,2018,19,0.312012,2,2,641"
"New York City,2018,19,1.5639,1705,69,109022"
"Alabama,2018,20,1.11641,417,79,37352"
"Alaska,2018,20,2.60009,113,15,4346"
"Arizona,2018,20,2.51408,357,44,14200"
"Arkansas,2018,20,1.26286,27,9,2138"
"California,2018,20,1.59208,708,101,44470"
"Colorado,2018,20,0.420934,97,41,23044"
"Connecticut,2018,20,1.43184,25,13,1746"
"Delaware,2018,20,0.0381098,1,10,2624"
"District of Columbia,2018,20,1.48411,205,5,13813"
"Florida,2018,20,X,X,X,X"
"Georgia,2018,20,1.99965,902,48,45108"
"Hawaii,2018,20,1.67665,14,14,835"
"Idaho,2018,20,0.215517,3,7,1392"
"Illinois,2018,20,0.90539,387,73,42744"
"Indiana,2018,20,1.02437,29,21,2831"
"Iowa,2018,20,0.325733,6,10,1842"
"Kansas,2018,20,1.13227,44,19,3886"
"Kentucky,2018,20,0.616428,40,12,6489"
"Louisiana,2018,20,1.88116,1034,92,54966"
"Maine,2018,20,0.108648,5,20,4602"
"Maryland,2018,20,0.91197,72,22,7895"
"Massachusetts,2018,20,1.01591,339,35,33369"
"Michigan,2018,20,0.655625,152,74,23184"
"Minnesota,2018,20,1.30801,73,17,5581"
"Mississippi,2018,20,1.88175,310,46,16474"
"Missouri,2018,20,0.323176,7,14,2166"
"Montana,2018,20,0,0,8,3059"
"Nebraska,2018,20,1.22853,98,46,7977"
"Nevada,2018,20,0.501858,77,30,15343"
"New Hampshire,2018,20,0.464723,11,14,2367"
"New Jersey,2018,20,1.74853,440,38,25164"
"New Mexico,2018,20,1.29345,208,38,16081"
"New York,2018,20,1.42733,131,41,9178"
"North Carolina,2018,20,0.593723,63,38,10611"
"North Dakota,2018,20,0.192678,2,6,1038"
"Ohio,2018,20,0.62483,69,41,11043"
"Oklahoma,2018,20,0.465252,16,19,3439"
"Oregon,2018,20,0.758505,272,73,35860"
"Pennsylvania,2018,20,0.783355,407,131,51956"
"Rhode Island,2018,20,0.293057,13,23,4436"
"South Carolina,2018,20,1.0043,42,11,4182"
"South Dakota,2018,20,0.93277,53,23,5682"
"Tennessee,2018,20,0.361426,22,48,6087"
"Texas,2018,20,1.69425,391,95,23078"
"Utah,2018,20,0.935632,374,46,39973"
"Vermont,2018,20,1.61491,26,6,1610"
"Virginia,2018,20,1.07061,1003,127,93685"
"Washington,2018,20,0.418744,21,43,5015"
"West Virginia,2018,20,0.562177,50,30,8894"
"Wisconsin,2018,20,1.70237,89,22,5228"
"Wyoming,2018,20,0.535783,14,14,2613"
"Puerto Rico,2018,20,5.12558,100,4,1951"
"Virgin Islands,2018,20,0.978793,6,2,613"
"New York City,2018,20,1.59395,1618,67,101509"
"Alabama,2018,21,1.03099,358,77,34724"
"Alaska,2018,21,2.60979,104,15,3985"
"Arizona,2018,21,2.30319,342,44,14849"
"Arkansas,2018,21,1.12745,23,8,2040"
"California,2018,21,1.69035,690,91,40820"
"Colorado,2018,21,0.3215,72,41,22395"
"Connecticut,2018,21,3.05455,42,9,1375"
"Delaware,2018,21,0.0417014,1,10,2398"
"District of Columbia,2018,21,1.63837,221,5,13489"
"Florida,2018,21,X,X,X,X"
"Georgia,2018,21,1.79242,768,45,42847"
"Hawaii,2018,21,2.26804,22,14,970"
"Idaho,2018,21,0.493421,6,4,1216"
"Illinois,2018,21,0.951539,366,67,38464"
"Indiana,2018,21,1.10335,30,19,2719"
"Iowa,2018,21,0.165198,3,10,1816"
"Kansas,2018,21,1.37174,30,14,2187"
"Kentucky,2018,21,0.436168,26,10,5961"
"Louisiana,2018,21,1.8401,989,93,53747"
"Maine,2018,21,0.169368,7,19,4133"
"Maryland,2018,21,1.24735,47,17,3768"
"Massachusetts,2018,21,1.07181,337,33,31442"
"Michigan,2018,21,0.626449,127,75,20273"
"Minnesota,2018,21,1.06858,55,18,5147"
"Mississippi,2018,21,1.8206,301,46,16533"
"Missouri,2018,21,0.214707,4,14,1863"
"Montana,2018,21,0,0,7,2947"
"Nebraska,2018,21,1.88078,124,44,6593"
"Nevada,2018,21,0.496947,70,32,14086"
"New Hampshire,2018,21,0.402299,7,13,1740"
"New Jersey,2018,21,1.81769,470,37,25857"
"New Mexico,2018,21,1.12085,170,35,15167"
"New York,2018,21,1.24434,99,40,7956"
"North Carolina,2018,21,0.67766,60,31,8854"
"North Dakota,2018,21,1.41732,9,3,635"
"Ohio,2018,21,0.793567,75,32,9451"
"Oklahoma,2018,21,0.611522,19,16,3107"
"Oregon,2018,21,0.71912,255,72,35460"
"Pennsylvania,2018,21,0.726085,378,133,52060"
"Rhode Island,2018,21,0.213624,9,23,4213"
"South Carolina,2018,21,0.887866,27,10,3041"
"South Dakota,2018,21,0.956938,54,23,5643"
"Tennessee,2018,21,0.592034,33,51,5574"
"Texas,2018,21,1.95167,441,94,22596"
"Utah,2018,21,0.829122,315,45,37992"
"Vermont,2018,21,1.11206,13,5,1169"
"Virginia,2018,21,1.06784,981,123,91868"
"Washington,2018,21,0.236407,11,41,4653"
"West Virginia,2018,21,0.433495,41,30,9458"
"Wisconsin,2018,21,1.75953,84,20,4774"
"Wyoming,2018,21,0.493131,14,14,2839"
"Puerto Rico,2018,21,6.54731,128,4,1955"
"Virgin Islands,2018,21,0.164474,1,2,608"
"New York City,2018,21,1.65279,1703,67,103038"
"Alabama,2018,22,1.08039,386,76,35728"
"Alaska,2018,22,1.87126,75,13,4008"
"Arizona,2018,22,2.61822,325,44,12413"
"Arkansas,2018,22,1.1959,21,8,1756"
"California,2018,22,1.5359,581,91,37828"
"Colorado,2018,22,0.430582,78,41,18115"
"Connecticut,2018,22,0.719424,7,7,973"
"Delaware,2018,22,0,0,10,1930"
"District of Columbia,2018,22,1.42974,175,5,12240"
"Florida,2018,22,X,X,X,X"
"Georgia,2018,22,1.89676,768,45,40490"
"Hawaii,2018,22,1.71184,12,13,701"
"Idaho,2018,22,0.212766,1,2,470"
"Illinois,2018,22,0.906133,323,66,35646"
"Indiana,2018,22,1.21792,28,17,2299"
"Iowa,2018,22,0,0,9,1306"
"Kansas,2018,22,0.855746,21,15,2454"
"Kentucky,2018,22,0.340948,20,10,5866"
"Louisiana,2018,22,1.66249,888,93,53414"
"Maine,2018,22,0.0622665,2,18,3212"
"Maryland,2018,22,1.43824,68,18,4728"
"Massachusetts,2018,22,0.89777,248,34,27624"
"Michigan,2018,22,0.507725,93,73,18317"
"Minnesota,2018,22,0.854191,43,17,5034"
"Mississippi,2018,22,1.94271,293,43,15082"
"Missouri,2018,22,0.279174,5,14,1791"
"Montana,2018,22,0,0,7,2265"
"Nebraska,2018,22,1.87467,108,41,5761"
"Nevada,2018,22,0.702644,97,30,13805"
"New Hampshire,2018,22,0.504626,6,12,1189"
"New Jersey,2018,22,1.68757,432,37,25599"
"New Mexico,2018,22,1.54443,203,31,13144"
"New York,2018,22,1.40187,99,38,7062"
"North Carolina,2018,22,0.41234,27,27,6548"
"North Dakota,2018,22,0.410397,3,4,731"
"Ohio,2018,22,0.674043,53,26,7863"
"Oklahoma,2018,22,0.282486,8,13,2832"
"Oregon,2018,22,0.782735,280,73,35772"
"Pennsylvania,2018,22,0.719716,373,132,51826"
"Rhode Island,2018,22,0.116686,4,23,3428"
"South Carolina,2018,22,0.847757,24,7,2831"
"South Dakota,2018,22,0.658843,32,23,4857"
"Tennessee,2018,22,0.352811,16,49,4535"
"Texas,2018,22,1.70382,334,93,19603"
"Utah,2018,22,1.62842,364,44,22353"
"Vermont,2018,22,1.30261,13,5,998"
"Virginia,2018,22,1.06865,972,119,90956"
"Washington,2018,22,0.101729,1,33,983"
"West Virginia,2018,22,0.272926,20,27,7328"
"Wisconsin,2018,22,1.87406,75,20,4002"
"Wyoming,2018,22,0.384468,10,15,2601"
"Puerto Rico,2018,22,5.11247,100,4,1956"
"Virgin Islands,2018,22,0.327332,2,2,611"
"New York City,2018,22,1.57449,1424,34,90442"
"Alabama,2018,23,0.779058,286,78,36711"
"Alaska,2018,23,1.76056,70,13,3976"
"Arizona,2018,23,1.55347,180,37,11587"
"Arkansas,2018,23,1.1781,17,8,1443"
"California,2018,23,1.34495,571,91,42455"
"Colorado,2018,23,0.293751,66,41,22468"
"Connecticut,2018,23,0.599829,7,7,1167"
"Delaware,2018,23,0,0,10,2474"
"District of Columbia,2018,23,1.611,218,5,13532"
"Florida,2018,23,X,X,X,X"
"Georgia,2018,23,1.70292,638,40,37465"
"Hawaii,2018,23,1.67653,17,14,1014"
"Idaho,2018,23,0.365631,2,2,547"
"Illinois,2018,23,0.641356,224,61,34926"
"Indiana,2018,23,1.34508,29,14,2156"
"Iowa,2018,23,0,0,8,1545"
"Kansas,2018,23,0.963719,17,12,1764"
"Kentucky,2018,23,0.25289,14,10,5536"
"Louisiana,2018,23,1.43664,743,92,51718"
"Maine,2018,23,0,0,19,4211"
"Maryland,2018,23,2.11203,92,18,4356"
"Massachusetts,2018,23,0.685467,193,31,28156"
"Michigan,2018,23,0.393722,72,69,18287"
"Minnesota,2018,23,0.545384,28,17,5134"
"Mississippi,2018,23,1.3922,222,44,15946"
"Missouri,2018,23,0.0922084,2,15,2169"
"Montana,2018,23,0,0,4,2049"
"Nebraska,2018,23,1.26456,89,40,7038"
"Nevada,2018,23,0.599987,94,32,15667"
"New Hampshire,2018,23,0.496102,7,12,1411"
"New Jersey,2018,23,1.836,459,37,25000"
"New Mexico,2018,23,1.4778,205,33,13872"
"New York,2018,23,0.0269724,2,39,7415"
"North Carolina,2018,23,0.708346,46,25,6494"
"North Dakota,2018,23,0.376412,3,4,797"
"Ohio,2018,23,0.614777,56,28,9109"
"Oklahoma,2018,23,0.331565,10,13,3016"
"Oregon,2018,23,0.81507,286,73,35089"
"Pennsylvania,2018,23,0.752059,379,132,50395"
"Rhode Island,2018,23,0.027571,1,23,3627"
"South Carolina,2018,23,0.376041,14,10,3723"
"South Dakota,2018,23,0.48772,28,23,5741"
"Tennessee,2018,23,0.212643,11,48,5173"
"Texas,2018,23,1.57834,316,90,20021"
"Utah,2018,23,0.782286,301,45,38477"
"Vermont,2018,23,2,23,5,1150"
"Virginia,2018,23,0.850569,790,120,92879"
"Washington,2018,23,0.126743,1,21,789"
"West Virginia,2018,23,0.132132,11,25,8325"
"Wisconsin,2018,23,1.62032,74,19,4567"
"Wyoming,2018,23,0.576271,17,14,2950"
"Puerto Rico,2018,23,5.44629,108,4,1983"
"Virgin Islands,2018,23,1.11643,7,2,627"
"New York City,2018,23,1.56583,1573,69,100458"
"Alabama,2018,24,0.773146,281,80,36345"
"Alaska,2018,24,0.902708,36,14,3988"
"Arizona,2018,24,1.76123,140,25,7949"
"Arkansas,2018,24,1.3708,20,5,1459"
"California,2018,24,1.33835,548,90,40946"
"Colorado,2018,24,0.264858,57,41,21521"
"Connecticut,2018,24,0.879507,10,6,1137"
"Delaware,2018,24,0.042517,1,10,2352"
"District of Columbia,2018,24,0.829155,86,4,10372"
"Florida,2018,24,X,X,X,X"
"Georgia,2018,24,1.36866,528,45,38578"
"Hawaii,2018,24,1.24844,10,14,801"
"Idaho,2018,24,0.184843,1,2,541"
"Illinois,2018,24,0.604413,209,61,34579"
"Indiana,2018,24,0.487277,9,15,1847"
"Iowa,2018,24,0,0,7,1434"
"Kansas,2018,24,0.833912,12,10,1439"
"Kentucky,2018,24,0.290251,17,9,5857"
"Louisiana,2018,24,1.33267,667,91,50050"
"Maine,2018,24,0.0911993,4,19,4386"
"Maryland,2018,24,0.863107,43,17,4982"
"Massachusetts,2018,24,0.650836,185,29,28425"
"Michigan,2018,24,0.723549,130,71,17967"
"Minnesota,2018,24,0.327439,5,7,1527"
"Mississippi,2018,24,1.26806,208,45,16403"
"Missouri,2018,24,0.0935891,2,16,2137"
"Montana,2018,24,0,0,4,1945"
"Nebraska,2018,24,1.10222,73,41,6623"
"Nevada,2018,24,0.558036,85,32,15232"
"New Hampshire,2018,24,0.780142,11,12,1410"
"New Jersey,2018,24,1.76026,431,36,24485"
"New Mexico,2018,24,1.01294,137,32,13525"
"New York,2018,24,0.0407609,3,37,7360"
"North Carolina,2018,24,0.423025,28,25,6619"
"North Dakota,2018,24,0.535475,4,4,747"
"Ohio,2018,24,0.771718,74,28,9589"
"Oklahoma,2018,24,0.578778,9,11,1555"
"Oregon,2018,24,0.7486,266,73,35533"
"Pennsylvania,2018,24,0.652549,318,127,48732"
"Rhode Island,2018,24,0.145433,5,22,3438"
"South Carolina,2018,24,0.297137,11,9,3702"
"South Dakota,2018,24,0.672116,37,23,5505"
"Tennessee,2018,24,0.210768,11,47,5219"
"Texas,2018,24,1.59816,320,92,20023"
"Utah,2018,24,0.318847,27,18,8468"
"Vermont,2018,24,1.57068,18,5,1146"
"Virginia,2018,24,0.928725,808,117,87001"
"Washington,2018,24,0.301694,13,37,4309"
"West Virginia,2018,24,0.210322,13,25,6181"
"Wisconsin,2018,24,0.171527,4,19,2332"
"Wyoming,2018,24,0.494896,16,15,3233"
"Puerto Rico,2018,24,4.93957,94,4,1903"
"Virgin Islands,2018,24,1.09204,7,2,641"
"New York City,2018,24,1.48538,1474,71,99234"
"Alabama,2018,25,0.669529,184,80,27482"
"Alaska,2018,25,1.35959,58,15,4266"
"Arizona,2018,25,1.93483,288,42,14885"
"Arkansas,2018,25,0.564016,10,8,1773"
"California,2018,25,1.64565,526,81,31963"
"Colorado,2018,25,0.207263,46,41,22194"
"Connecticut,2018,25,1.1535,13,6,1127"
"Delaware,2018,25,0.0469484,1,10,2130"
"District of Columbia,2018,25,1.64323,215,5,13084"
"Florida,2018,25,X,X,X,X"
"Georgia,2018,25,1.23209,516,45,41880"
"Hawaii,2018,25,1.78571,16,14,896"
"Idaho,2018,25,0.18018,1,2,555"
"Illinois,2018,25,0.72805,269,63,36948"
"Indiana,2018,25,0.721021,13,15,1803"
"Iowa,2018,25,0,0,7,1449"
"Kansas,2018,25,0.107124,2,11,1867"
"Kentucky,2018,25,0.254151,15,9,5902"
"Louisiana,2018,25,1.35339,672,91,49653"
"Maine,2018,25,0.0929368,4,19,4304"
"Maryland,2018,25,0.794834,32,15,4026"
"Massachusetts,2018,25,0.695557,178,29,25591"
"Michigan,2018,25,0.405308,73,70,18011"
"Minnesota,2018,25,0.702487,37,14,5267"
"Mississippi,2018,25,1.14653,191,44,16659"
"Missouri,2018,25,0.231589,5,16,2159"
"Montana,2018,25,0,0,4,1645"
"Nebraska,2018,25,0.307587,18,41,5852"
"Nevada,2018,25,0.467892,69,30,14747"
"New Hampshire,2018,25,1.00358,14,12,1395"
"New Jersey,2018,25,1.6755,411,36,24530"
"New Mexico,2018,25,1.03814,135,30,13004"
"New York,2018,25,0,0,37,7529"
"North Carolina,2018,25,0.435662,28,25,6427"
"North Dakota,2018,25,0.41841,3,4,717"
"Ohio,2018,25,0.503514,48,28,9533"
"Oklahoma,2018,25,0,0,0,0"
"Oregon,2018,25,0.697553,240,72,34406"
"Pennsylvania,2018,25,0.54252,280,132,51611"
"Rhode Island,2018,25,0.259488,8,22,3083"
"South Carolina,2018,25,0.49903,18,10,3607"
"South Dakota,2018,25,0.559493,30,23,5362"
"Tennessee,2018,25,0.39128,21,47,5367"
"Texas,2018,25,1.32682,250,91,18842"
"Utah,2018,25,0.590195,124,42,21010"
"Vermont,2018,25,1.27551,15,5,1176"
"Virginia,2018,25,0.942518,790,109,83818"
"Washington,2018,25,0.336619,14,36,4159"
"West Virginia,2018,25,0.182788,12,24,6565"
"Wisconsin,2018,25,0.121704,3,19,2465"
"Wyoming,2018,25,0.71966,22,15,3057"
"Puerto Rico,2018,25,5.57452,98,4,1758"
"Virgin Islands,2018,25,1.22378,7,2,572"
"New York City,2018,25,1.31214,1301,70,99151"
"Alabama,2018,26,0.653864,222,79,33952"
"Alaska,2018,26,1.91693,84,15,4382"
"Arizona,2018,26,1.78559,266,41,14897"
"Arkansas,2018,26,0.653595,11,7,1683"
"California,2018,26,1.53626,493,84,32091"
"Colorado,2018,26,0.272491,65,41,23854"
"Connecticut,2018,26,1.84136,13,4,706"
"Delaware,2018,26,0.369174,8,10,2167"
"District of Columbia,2018,26,1.4592,196,5,13432"
"Florida,2018,26,X,X,X,X"
"Georgia,2018,26,1.14853,457,44,39790"
"Hawaii,2018,26,1.14025,10,14,877"
"Idaho,2018,26,0.189394,1,2,528"
"Illinois,2018,26,0.643269,239,63,37154"
"Indiana,2018,26,0.657895,16,15,2432"
"Iowa,2018,26,0,0,7,1400"
"Kansas,2018,26,1.05337,15,9,1424"
"Kentucky,2018,26,0.075643,3,7,3966"
"Louisiana,2018,26,1.36253,669,90,49100"
"Maine,2018,26,0,0,19,4092"
"Maryland,2018,26,0.927866,31,15,3341"
"Massachusetts,2018,26,0.719451,192,28,26687"
"Michigan,2018,26,0.449884,68,68,15115"
"Minnesota,2018,26,0.843143,53,14,6286"
"Mississippi,2018,26,1.15998,168,45,14483"
"Missouri,2018,26,0.285987,6,16,2098"
"Montana,2018,26,0,0,4,1939"
"Nebraska,2018,26,0.358365,22,41,6139"
"Nevada,2018,26,0.210612,31,30,14719"
"New Hampshire,2018,26,0.538876,7,12,1299"
"New Jersey,2018,26,1.39117,339,35,24368"
"New Mexico,2018,26,0.968442,116,26,11978"
"New York,2018,26,0.0150943,1,36,6625"
"North Carolina,2018,26,0.32269,19,22,5888"
"North Dakota,2018,26,0.391134,3,4,767"
"Ohio,2018,26,0.618319,59,26,9542"
"Oklahoma,2018,26,0.204988,6,12,2927"
"Oregon,2018,26,0.58273,198,72,33978"
"Pennsylvania,2018,26,0.510015,261,134,51175"
"Rhode Island,2018,26,0.0296384,1,22,3374"
"South Carolina,2018,26,0.591366,20,10,3382"
"South Dakota,2018,26,0.660345,39,23,5906"
"Tennessee,2018,26,0.237954,12,48,5043"
"Texas,2018,26,1.7444,288,91,16510"
"Utah,2018,26,0.210103,115,46,54735"
"Vermont,2018,26,1.67598,18,5,1074"
"Virginia,2018,26,0.895024,767,110,85696"
"Washington,2018,26,0.475475,19,36,3996"
"West Virginia,2018,26,0.1,6,24,6000"
"Wisconsin,2018,26,0.0433463,1,18,2307"
"Wyoming,2018,26,0.673293,21,14,3119"
"Puerto Rico,2018,26,5.35065,103,4,1925"
"Virgin Islands,2018,26,0,0,2,614"
"New York City,2018,26,1.22518,1183,69,96557"
"Alabama,2018,27,0.71865,247,78,34370"
"Alaska,2018,27,1.72048,81,15,4708"
"Arizona,2018,27,1.86575,189,37,10130"
"Arkansas,2018,27,0.632511,10,7,1581"
"California,2018,27,1.09491,380,89,34706"
"Colorado,2018,27,0.208792,37,41,17721"
"Connecticut,2018,27,0.262467,1,4,381"
"Delaware,2018,27,0,0,10,1697"
"District of Columbia,2018,27,1.18168,128,5,10832"
"Florida,2018,27,X,X,X,X"
"Georgia,2018,27,1.09503,426,44,38903"
"Hawaii,2018,27,1.93939,16,14,825"
"Idaho,2018,27,0.204499,1,2,489"
"Illinois,2018,27,0.738426,241,61,32637"
"Indiana,2018,27,0.749866,14,16,1867"
"Iowa,2018,27,0,0,6,766"
"Kansas,2018,27,0.294118,4,9,1360"
"Kentucky,2018,27,0.190114,11,10,5786"
"Louisiana,2018,27,1.33875,623,90,46536"
"Maine,2018,27,0.0869565,3,19,3450"
"Maryland,2018,27,0.925047,39,17,4216"
"Massachusetts,2018,27,0.703415,159,29,22604"
"Michigan,2018,27,0.37167,54,67,14529"
"Minnesota,2018,27,0.443022,18,15,4063"
"Mississippi,2018,27,1.35505,193,43,14243"
"Missouri,2018,27,0,0,16,1891"
"Montana,2018,27,0,0,3,439"
"Nebraska,2018,27,1.37981,95,40,6885"
"Nevada,2018,27,0.339648,45,31,13249"
"New Hampshire,2018,27,0.294695,3,12,1018"
"New Jersey,2018,27,1.44997,363,37,25035"
"New Mexico,2018,27,1.09665,139,30,12675"
"New York,2018,27,0.176025,10,35,5681"
"North Carolina,2018,27,0.426487,19,21,4455"
"North Dakota,2018,27,0.536193,4,4,746"
"Ohio,2018,27,0.530127,41,28,7734"
"Oklahoma,2018,27,0.308166,8,12,2596"
"Oregon,2018,27,0.599857,201,72,33508"
"Pennsylvania,2018,27,0.494634,236,135,47712"
"Rhode Island,2018,27,0.126904,4,23,3152"
"South Carolina,2018,27,0.408805,13,10,3180"
"South Dakota,2018,27,0.682382,33,23,4836"
"Tennessee,2018,27,0.491768,23,49,4677"
"Texas,2018,27,1.27277,211,90,16578"
"Utah,2018,27,0.0157468,8,46,50804"
"Vermont,2018,27,1.65138,18,5,1090"
"Virginia,2018,27,0.856544,723,113,84409"
"Washington,2018,27,0.310078,12,36,3870"
"West Virginia,2018,27,0.276906,15,24,5417"
"Wisconsin,2018,27,0.158646,3,18,1891"
"Wyoming,2018,27,0.728332,20,14,2746"
"Puerto Rico,2018,27,4.96829,94,4,1892"
"Virgin Islands,2018,27,0.676819,4,2,591"
"New York City,2018,27,1.06748,989,66,92648"
"Alabama,2018,28,0.602153,226,80,37532"
"Alaska,2018,28,1.80654,79,15,4373"
"Arizona,2018,28,1.61422,238,43,14744"
"Arkansas,2018,28,0.688924,13,7,1887"
"California,2018,28,0.98471,398,92,40418"
"Colorado,2018,28,0.24433,53,41,21692"
"Connecticut,2018,28,1.15512,7,4,606"
"Delaware,2018,28,0,0,10,2395"
"District of Columbia,2018,28,1.20312,162,5,13465"
"Florida,2018,28,X,X,X,X"
"Georgia,2018,28,1.07322,446,43,41557"
"Hawaii,2018,28,0.93361,9,14,964"
"Idaho,2018,28,0,0,2,529"
"Illinois,2018,28,0.69657,264,61,37900"
"Indiana,2018,28,0.82203,20,16,2433"
"Iowa,2018,28,0.173762,2,7,1151"
"Kansas,2018,28,0,0,9,1602"
"Kentucky,2018,28,0.229961,14,9,6088"
"Louisiana,2018,28,1.26171,602,89,47713"
"Maine,2018,28,0.0236463,1,19,4229"
"Maryland,2018,28,1.013,53,16,5232"
"Massachusetts,2018,28,0.802852,241,30,30018"
"Michigan,2018,28,0.330374,48,62,14529"
"Minnesota,2018,28,0.526712,28,15,5316"
"Mississippi,2018,28,1.1408,190,44,16655"
"Missouri,2018,28,0,0,15,2079"
"Montana,2018,28,0,0,4,1974"
"Nebraska,2018,28,1.00085,59,40,5895"
"Nevada,2018,28,0.320076,47,30,14684"
"New Hampshire,2018,28,0.445765,6,12,1346"
"New Jersey,2018,28,1.29799,332,38,25578"
"New Mexico,2018,28,1.0292,135,31,13117"
"New York,2018,28,0,0,36,7055"
"North Carolina,2018,28,0.575214,33,20,5737"
"North Dakota,2018,28,0.26178,2,4,764"
"Ohio,2018,28,0.516582,50,27,9679"
"Oklahoma,2018,28,0.356205,19,14,5334"
"Oregon,2018,28,0.469835,163,73,34693"
"Pennsylvania,2018,28,0.481905,251,134,52085"
"Rhode Island,2018,28,0.0256937,1,23,3892"
"South Carolina,2018,28,0.372836,14,10,3755"
"South Dakota,2018,28,0.339367,21,23,6188"
"Tennessee,2018,28,0.077821,4,46,5140"
"Texas,2018,28,1.35064,256,91,18954"
"Utah,2018,28,0.194384,121,46,62248"
"Vermont,2018,28,1.1535,13,5,1127"
"Virginia,2018,28,0.78294,619,108,79061"
"Washington,2018,28,0.205814,8,36,3887"
"West Virginia,2018,28,0.260945,18,26,6898"
"Wisconsin,2018,28,0.255211,6,17,2351"
"Wyoming,2018,28,0.893683,29,14,3245"
"Puerto Rico,2018,28,2.2805,40,4,1754"
"Virgin Islands,2018,28,0,0,2,667"
"New York City,2018,28,1.11572,1097,69,98322"
"Alabama,2018,29,0.617486,226,78,36600"
"Alaska,2018,29,1.47645,63,15,4267"
"Arizona,2018,29,1.21347,142,36,11702"
"Arkansas,2018,29,0.763359,12,7,1572"
"California,2018,29,0.933866,379,93,40584"
"Colorado,2018,29,0.215856,48,41,22237"
"Connecticut,2018,29,2.2508,14,4,622"
"Delaware,2018,29,0.302637,7,10,2313"
"District of Columbia,2018,29,1.05352,137,4,13004"
"Florida,2018,29,X,X,X,X"
"Georgia,2018,29,0.953841,392,43,41097"
"Hawaii,2018,29,1.15789,11,14,950"
"Idaho,2018,29,0,0,2,546"
"Illinois,2018,29,0.590593,221,60,37420"
"Indiana,2018,29,1.05773,24,16,2269"
"Iowa,2018,29,0.0748503,1,7,1336"
"Kansas,2018,29,0.14892,2,7,1343"
"Kentucky,2018,29,0.323154,20,10,6189"
"Louisiana,2018,29,1.18918,569,90,47848"
"Maine,2018,29,0,0,18,3212"
"Maryland,2018,29,0.401714,15,13,3734"
"Massachusetts,2018,29,0.657088,193,29,29372"
"Michigan,2018,29,0.260573,39,62,14967"
"Minnesota,2018,29,0.8449,42,14,4971"
"Mississippi,2018,29,0.997889,156,42,15633"
"Missouri,2018,29,0.103146,2,14,1939"
"Montana,2018,29,0,0,4,1950"
"Nebraska,2018,29,0.985687,73,41,7406"
"Nevada,2018,29,0.423499,39,27,9209"
"New Hampshire,2018,29,0.0770416,1,12,1298"
"New Jersey,2018,29,1.24432,312,37,25074"
"New Mexico,2018,29,0.782473,105,30,13419"
"New York,2018,29,0,0,35,6891"
"North Carolina,2018,29,0.0723197,4,18,5531"
"North Dakota,2018,29,0.134048,1,4,746"
"Ohio,2018,29,0.513627,49,26,9540"
"Oklahoma,2018,29,0.338409,10,12,2955"
"Oregon,2018,29,0.421065,146,72,34674"
"Pennsylvania,2018,29,0.356381,157,135,44054"
"Rhode Island,2018,29,0,0,23,3789"
"South Carolina,2018,29,0.235156,8,9,3402"
"South Dakota,2018,29,0.43297,27,23,6236"
"Tennessee,2018,29,0.424119,23,49,5423"
"Texas,2018,29,1.06927,203,90,18985"
"Utah,2018,29,0.178874,111,46,62055"
"Vermont,2018,29,1.42857,15,4,1050"
"Virginia,2018,29,0.731648,602,105,82280"
"Washington,2018,29,0.225677,9,36,3988"
"West Virginia,2018,29,0.127755,8,23,6262"
"Wisconsin,2018,29,0.389105,10,18,2570"
"Wyoming,2018,29,0.397483,12,14,3019"
"Puerto Rico,2018,29,4.55032,85,4,1868"
"Virgin Islands,2018,29,0.182149,1,2,549"
"New York City,2018,29,1.04192,1010,68,96936"
"Alabama,2018,30,0.61808,211,77,34138"
"Alaska,2018,30,1.3363,60,15,4490"
"Arizona,2018,30,1.72563,260,43,15067"
